x1,y1,z1,count
13,661,0.7659375,1
15,661,0.6448125,1
18,662,0.7849375000000001,1
20,662,0.8063125,1
14,664,0.691125,1
12,666,0.9298125,1
17,667,0.7374375000000001,1
15,667,0.6376875,1
14,668,0.6863750000000001,1
12,669,0.92625,1
18,671,0.77425,1
8,672,0.40612500000000007,1
19,672,0.3408125,1
17,672,0.7315,1
18,672,0.7730625000000001,1
13,672,0.752875,1
14,672,0.6816249999999999,1
16,675,0.8870625,1
22,677,1,1
13,680,0.743375,1
11,682,0.46075000000000005,1
18,683,0.76,1
17,684,0.7172499999999999,1
15,688,0.61275,1
13,688,0.733875,1
22,691,0.9333750000000001,1
17,692,0.7077500000000001,1
16,692,0.866875,1
19,694,0.3146875,1
13,694,0.72675,1
15,695,0.6044375,2
12,696,0.8941875,1
22,696,0.9274375,1
15,696,0.6032500000000001,1
17,698,0.700625,1
19,700,0.30756250000000007,1
14,701,0.6471875,1
17,703,0.6946875,1
8,704,0.368125,1
16,705,1,1
15,705,0.5925625,1
19,705,0.3016250000000001,1
20,706,0.7540625,1
18,707,0.7315,1
13,707,0.7113124999999999,1
15,708,0.589,1
19,709,0.296875,2
16,709,0.94525,1
25,709,0.1,1
12,710,0.8775624999999999,1
14,712,0.634125,1
12,712,0.8751875,1
18,713,0.724375,1
8,714,0.35625,1
11,715,0.4215625,1
13,716,0.700625,1
9,716,0.6020625000000001,1
9,717,0.6008749999999999,1
16,717,0.9357500000000001,1
22,718,0.9013125,1
10,721,0.7979999999999999,1
19,721,0.282625,1
14,725,0.6186875,1
11,725,0.4096875,1
17,726,0.6673749999999999,1
10,727,0.7908750000000001,1
19,727,0.27549999999999997,1
11,728,0.40612500000000007,1
12,729,0.855,1
14,732,0.610375,1
18,734,1,1
19,734,0.2671875,1
17,734,0.657875,1
16,737,0.912,1
22,738,0.8775624999999999,1
11,740,0.391875,1
17,741,0.6495624999999999,1
14,742,0.5985,2
23,742,0.1,1
8,746,0.31825000000000003,1
14,747,0.5925625,1
19,747,0.25175,1
23,750,0.1,1
19,750,0.2481875000000001,1
16,751,0.8953749999999999,1
19,752,0.24581249999999996,1
12,758,0.8205625000000001,1
13,758,0.65075,1
13,760,0.648375,1
16,762,0.8823125,2
20,762,0.6875625,1
13,763,1,1
14,764,0.5723750000000001,1
12,764,0.8134375,1
12,765,0.8122499999999999,1
15,765,0.5213125000000001,1
14,766,0.57,1
13,767,0.94525,1
12,768,0.8086875,2
11,768,0.358625,1
23,769,0.1,1
16,769,0.8740000000000001,1
13,769,0.9428749999999999,1
11,769,0.3574375000000001,3
12,771,0.805125,1
16,774,0.8680625000000001,1
15,774,0.510625,1
14,774,0.5605,1
16,775,0.866875,1
13,776,0.9345625,1
17,776,0.6080000000000001,1
20,776,0.6709375,1
15,778,0.505875,1
11,778,0.34675000000000006,1
22,778,0.8300624999999999,1
15,779,0.5046875,1
19,780,0.2125625000000001,1
13,780,0.9298125,1
15,780,0.5035000000000001,1
15,781,0.5023125,1
14,781,0.5521875,1
20,783,0.662625,1
10,784,0.7231875,2
14,784,0.548625,1
19,785,0.2066250000000001,1
15,787,0.49518750000000006,1
19,789,0.201875,1
13,790,0.9179375000000001,1
14,791,0.5403125,1
13,791,0.91675,1
12,792,0.7801874999999999,1
17,793,1,1
12,794,0.7778125,1
10,794,0.7113124999999999,1
13,794,0.9131874999999999,1
15,796,0.48450000000000004,1
12,798,0.7730625000000001,1
22,799,0.805125,1
18,799,0.8728125,1
19,800,0.18881250000000008,1
20,801,0.64125,1
10,802,0.7018125000000001,2
12,802,0.7683125,2
8,802,0.25175,1
15,803,0.47618750000000004,1
17,804,0.9369375,1
13,804,0.9013125,1
15,805,0.4738125,1
15,807,0.47143750000000006,1
19,810,0.17693750000000008,1
14,812,0.515375,1
22,813,0.7885,1
16,816,0.8181875,1
14,817,0.5094375,1
6,817,0.26837500000000003,1
12,817,0.7505,1
13,817,0.8858750000000001,1
23,817,0.1,1
12,819,0.748125,1
18,820,1,1
20,821,0.6175,1
10,824,0.6756875,1
16,824,0.8086875,2
14,824,0.501125,1
16,826,0.8063125,2
13,828,0.8728125,1
10,828,0.6709375,1
9,829,0.46787500000000004,1
16,830,0.8015625,2
24,832,0.12112499999999997,1
20,833,0.6032500000000001,1
11,834,0.28025000000000005,1
19,835,0.14725000000000008,1
11,836,0.2778750000000001,1
11,838,0.27549999999999997,1
13,839,0.8597499999999999,1
16,839,0.7908750000000001,1
15,844,1,1
14,845,0.47618750000000004,1
13,845,0.8526250000000001,1
12,845,0.7172499999999999,1
15,846,0.947625,1
24,847,0.10331249999999997,1
19,848,0.13181250000000005,1
16,848,0.7801874999999999,1
9,849,0.444125,1
8,849,0.1959375,1
17,851,0.8811249999999999,1
13,852,0.8443125,1
12,855,0.705375,1
15,855,0.9369375,1
11,856,0.2541250000000001,1
11,859,0.2505625000000001,1
14,862,0.456,1
18,864,0.89775,1
14,865,0.45243750000000005,1
20,866,0.5640625,1
13,866,0.8276875,1
12,866,0.6923125,1
13,867,0.8265,1
14,867,0.45006250000000003,1
13,869,0.824125,2
22,869,0.722,2
23,869,0.1,1
12,869,0.68875,1
14,869,0.4476875,2
16,871,0.752875,1
19,871,0.10450000000000002,1
23,873,0.1,1
14,873,0.44293750000000004,1
17,876,0.8514375,1
11,877,1,1
18,878,0.8811249999999999,1
22,879,0.710125,1
16,879,0.743375,1
21,879,0.25293750000000004,1
21,881,0.2505625000000001,2
14,885,0.42868750000000005,1
13,887,0.8027500000000001,1
8,888,0.14962500000000006,1
13,889,0.800375,1
24,892,0.1,1
19,892,0.1,1
19,893,0.1,1
6,894,0.17693750000000008,1
16,895,0.724375,1
14,895,0.41681250000000003,1
20,896,0.5284375,1
16,897,0.722,2
10,897,0.589,2
18,899,0.8561875000000001,1
24,899,0.1,1
14,899,0.41206250000000005,1
17,899,0.824125,1
15,900,0.8835,1
21,901,1,1
19,905,0.1,1
24,907,0.1,1
15,912,0.86925,1
14,912,0.396625,2
13,914,0.7706875,1
17,914,0.8063125,1
13,915,0.7695000000000001,1
17,916,0.8039375,1
12,916,0.6329375,1
16,916,0.6994374999999999,1
20,919,0.501125,1
19,919,0.1,1
14,920,0.38712500000000005,1
15,923,0.8561875000000001,1
15,924,0.855,1
14,924,0.382375,1
14,925,0.38118750000000007,1
13,925,0.757625,1
13,926,0.7564375,1
15,926,0.8526250000000001,1
14,926,0.38,1
12,926,0.6210625000000001,1
20,926,0.4928125,1
14,927,1,1
19,930,0.1,1
10,930,0.5498125,1
16,931,0.6816249999999999,1
15,932,0.8454999999999999,1
16,933,0.67925,1
19,933,0.1,1
11,933,0.8835,1
16,935,0.676875,1
14,936,0.9393125000000001,2
17,936,0.7801874999999999,1
17,939,0.7766249999999999,1
16,939,0.6721250000000001,1
8,941,0.1,1
16,943,0.6673749999999999,1
20,944,0.47143750000000006,1
16,944,0.6661875,1
13,944,0.7350625,1
9,945,0.330125,1
18,946,0.800375,1
12,948,0.5949375,1
14,951,0.9215000000000001,1
20,951,0.463125,1
19,953,0.1,1
19,954,1,1
15,954,0.819375,1
15,955,0.8181875,2
12,955,0.5866250000000001,1
14,956,0.9155625000000001,1
18,956,0.7885,1
7,956,0.1,1
11,957,0.855,1
13,957,0.7196250000000001,1
17,957,0.7552500000000001,1
10,957,0.5177499999999999,1
15,958,0.814625,1
13,959,0.7172499999999999,1
9,960,0.31231250000000005,1
12,963,0.577125,1
21,965,0.8740000000000001,1
15,965,0.8063125,1
7,968,0.1,1
12,968,0.5711875,1
9,968,0.3028125,1
21,968,0.8704375,1
23,969,0.1,1
8,970,0.1,1
17,973,0.73625,1
17,974,0.7350625,1
20,974,0.43581250000000005,1
10,974,0.4975625,1
14,976,0.8918125,1
13,978,0.6946875,1
11,983,0.824125,1
7,984,0.1,1
8,987,0.1,1
19,988,0.909625,1
17,990,0.7160625,1
20,991,1,1
12,993,0.5415,1
18,994,0.743375,1
14,995,0.86925,1
5,995,0.1,1
15,996,0.7695000000000001,1
18,998,0.738625,1
15,999,0.7659375,1
17,1001,0.703,1
18,1004,0.7315,1
8,1006,0.1,1
17,1007,0.695875,2
13,1007,0.66025,1
18,1007,0.7279375,2
16,1007,0.591375,1
15,1007,0.7564375,1
20,1009,0.9286249999999999,1
14,1010,0.8514375,1
14,1011,0.8502500000000001,1
16,1011,0.5866250000000001,1
7,1012,0.1,1
16,1012,0.5854375,1
5,1012,0.1,1
19,1016,1,1
10,1038,1,1
19,1072,1,1
16,1089,1,1
11,1108,1,1
matt@ganymede:~/Documents/queue-cache-distribution$ 
