,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
19600,0,0,0,0,0,68,339,250,529,311,125,96,212,367,188,296,164,27,47,146,274,445,583,402,390,426,0,796,0,0,0,0,0
19700,0,0,0,0,0,78,349,260,539,321,135,106,222,377,198,306,174,37,57,156,284,9,593,412,400,436,0,806,0,0,0,0,0
19800,0,0,0,0,0,88,359,270,549,331,145,116,232,387,208,316,184,47,67,166,294,19,603,422,410,446,0,816,0,0,0,0,0
19900,0,0,0,0,0,98,369,280,0,341,155,126,242,397,218,326,194,57,77,176,304,29,613,432,420,456,0,826,0,0,0,0,0
20000,0,0,0,0,0,108,379,290,10,351,165,136,252,407,228,336,204,67,87,186,314,39,623,442,430,466,0,836,0,0,0,0,0
20100,0,0,0,0,0,118,389,300,20,361,175,146,262,417,238,346,214,77,97,196,324,49,633,452,440,476,0,846,0,0,0,0,0
20200,0,0,0,0,0,128,399,310,30,371,185,156,272,427,248,356,224,87,107,206,334,59,643,462,3,486,0,856,0,0,0,0,0
20300,0,0,0,0,0,138,409,320,40,381,195,166,282,437,258,366,234,97,117,216,344,69,653,472,13,496,0,866,0,0,0,0,0
20400,0,0,0,0,0,148,419,330,50,391,205,176,292,447,268,376,244,107,127,226,354,79,663,2,23,506,0,876,0,0,0,0,0
20500,0,0,0,0,0,158,429,340,60,401,215,186,302,457,278,386,254,117,137,236,364,89,673,12,33,516,0,886,0,0,0,0,0
20600,0,0,0,0,0,168,439,350,70,411,225,196,312,467,288,396,264,127,147,246,374,99,0,22,43,526,0,896,0,0,0,0,0
20700,0,0,0,0,0,178,449,360,80,421,235,206,322,477,298,406,274,137,157,256,384,109,10,32,53,536,0,906,0,0,0,0,0
20800,0,0,0,0,0,188,459,370,90,431,245,216,332,487,308,416,284,147,167,266,394,119,20,42,63,546,0,916,0,0,0,0,0
20900,0,0,0,0,0,198,469,380,100,441,255,226,342,497,318,426,294,157,177,276,404,129,30,52,73,556,5,926,0,0,0,0,0
21000,0,0,0,0,0,208,479,390,110,451,265,236,352,507,328,436,304,167,187,286,414,139,40,62,83,566,15,936,0,0,0,0,0
21100,0,0,0,0,0,218,489,400,120,461,275,246,362,6,338,446,314,177,197,296,424,149,50,72,93,576,25,946,0,0,0,0,0
21200,0,0,0,0,0,228,499,410,130,471,285,256,372,16,348,456,324,187,207,306,434,159,60,82,103,586,35,956,0,0,0,0,0
21300,0,0,0,0,0,238,509,420,140,8,295,266,382,26,358,466,334,197,217,316,444,169,70,92,113,596,45,966,0,0,0,0,0
21400,0,0,0,0,0,248,519,430,150,18,305,276,392,36,368,476,344,207,227,326,454,179,80,102,123,606,55,976,0,0,0,0,0
21500,0,0,0,0,0,258,529,440,160,28,315,286,402,46,378,8,354,217,237,336,464,189,90,112,133,616,65,986,0,0,0,0,0
21600,0,0,0,0,0,268,539,450,170,38,325,296,412,56,388,18,364,227,247,346,474,199,100,122,143,626,75,996,0,0,0,0,0
21700,0,0,0,0,7,278,549,460,180,48,335,306,422,66,398,28,374,237,257,356,484,209,110,132,153,636,85,0,0,0,0,0,0
21800,0,0,0,0,17,288,559,470,190,58,345,316,432,76,408,38,384,247,267,366,494,219,120,142,163,646,95,0,0,0,0,0,0
21900,0,0,0,0,27,298,569,480,200,68,355,326,442,86,418,48,394,257,277,376,504,229,130,152,173,4,105,0,0,0,0,0,0
22000,0,0,0,0,37,308,579,490,210,78,365,336,452,96,428,58,404,267,287,386,514,239,140,162,183,14,115,0,0,0,0,0,0
22100,0,0,0,0,47,318,589,500,220,88,375,346,462,106,1,68,414,277,297,396,524,249,150,172,193,24,125,0,0,0,0,0,0
22200,0,0,0,0,57,328,599,510,230,98,385,356,472,116,11,78,424,287,307,406,534,259,160,182,203,34,135,0,0,0,0,0,0
22300,0,0,0,0,67,338,609,520,240,108,395,366,482,126,21,88,434,297,317,416,544,269,170,192,213,44,145,0,0,0,0,0,0
22400,0,0,0,0,77,348,619,530,250,118,405,376,492,136,31,98,1,307,327,426,554,279,180,202,223,54,155,0,0,0,0,0,0
22500,0,0,0,0,87,358,629,540,260,128,415,386,502,146,41,108,11,317,337,436,564,289,190,212,233,64,165,0,0,0,0,0,0
22600,0,0,0,0,97,368,639,550,270,138,425,396,512,156,51,118,21,327,347,446,574,299,200,222,243,74,175,0,0,0,0,0,0
22700,0,0,0,0,107,378,649,560,280,148,435,406,522,166,61,128,31,337,357,456,7,309,210,232,253,84,185,0,0,0,0,0,0
22800,0,0,0,0,117,388,659,570,290,158,445,416,532,176,71,138,41,347,367,0,17,319,220,242,263,94,195,0,0,0,0,0,0
22900,0,0,0,0,127,398,669,580,300,168,455,426,542,186,81,148,51,357,377,10,27,329,230,252,273,104,205,0,0,0,0,0,0
23000,0,0,0,0,137,408,679,590,310,178,465,436,552,196,91,158,61,367,387,20,37,339,240,262,283,114,215,0,0,0,0,0,0
23100,0,0,0,0,147,418,689,6,320,188,475,446,562,206,101,168,71,377,397,30,47,349,250,272,293,124,225,0,0,0,0,0,0
23200,0,0,0,0,157,428,699,16,330,198,485,456,572,216,111,178,81,387,407,40,57,359,260,282,303,134,235,0,0,0,0,0,0
23300,0,0,0,0,167,438,709,26,340,208,495,466,582,226,121,188,91,397,417,50,67,369,270,292,313,144,245,0,0,0,0,0,0
23400,0,0,0,0,177,448,719,36,350,218,505,476,7,236,131,198,101,407,427,60,77,379,280,302,323,154,255,0,0,0,0,0,0
23500,0,0,0,0,187,458,729,46,360,228,515,486,17,246,141,208,111,417,437,70,87,389,290,312,333,164,265,0,0,0,0,0,0
23600,0,0,0,0,197,468,739,56,370,238,5,496,27,256,151,218,121,427,447,80,97,399,300,322,343,174,275,0,0,0,0,0,0
23700,0,0,0,0,207,478,749,66,380,248,15,506,37,266,161,228,131,437,457,90,107,409,310,332,353,184,285,0,0,0,0,0,0
23800,0,0,0,0,217,488,3,76,390,258,25,516,47,276,171,238,141,447,467,100,117,419,320,342,363,194,295,0,0,0,0,0,0
23900,0,0,0,0,227,498,13,86,400,268,35,526,57,286,181,248,151,0,477,110,127,429,330,352,373,204,305,0,0,0,0,0,0
24000,0,0,0,0,237,508,23,96,410,278,45,536,67,296,191,258,161,10,487,120,137,439,340,362,383,214,315,0,0,0,0,0,0
24100,0,0,0,0,247,518,33,106,420,288,55,546,77,306,201,268,171,20,497,130,147,449,350,372,393,224,325,0,0,0,0,0,0
24200,0,0,0,0,257,528,43,116,430,298,65,7,87,316,211,278,181,30,507,140,157,459,360,382,403,234,335,0,0,0,0,0,0
24300,0,0,0,0,267,538,53,126,440,308,75,17,97,326,221,288,191,40,517,150,167,469,370,392,413,244,345,0,0,0,0,0,0
24400,0,0,0,0,277,548,63,136,450,318,85,27,107,336,231,298,201,50,9,160,177,479,380,402,423,254,355,0,0,0,0,0,0
24500,0,0,0,0,287,558,73,146,460,328,95,37,117,346,241,308,211,60,19,170,187,489,390,412,433,264,365,0,0,0,0,0,0
24600,0,0,0,0,297,568,83,156,4,338,105,47,127,356,251,318,221,70,29,180,197,499,400,422,443,274,375,0,0,0,0,0,0
24700,0,0,0,0,307,578,93,166,14,348,115,57,137,366,261,328,231,80,39,190,207,509,410,432,453,284,385,0,0,0,0,0,0
24800,0,0,0,0,317,588,103,176,24,358,125,67,147,376,271,338,241,90,49,200,217,519,420,0,463,294,395,0,0,0,0,0,0
24900,0,0,0,0,327,598,113,186,34,368,135,77,157,386,281,348,251,100,59,210,227,529,430,10,473,304,405,0,0,0,0,0,0
25000,0,0,0,0,337,608,123,196,44,378,145,87,167,396,291,358,261,110,69,220,237,539,440,20,483,314,415,0,0,0,0,0,0
25100,0,0,0,0,347,618,133,206,54,388,155,97,177,406,301,368,271,120,79,230,247,1,450,30,493,324,425,0,0,0,0,0,0
25200,0,0,0,0,357,628,143,216,64,398,165,107,187,416,311,378,281,130,89,240,257,11,460,40,503,334,435,0,0,0,0,0,0
25300,0,0,0,0,367,638,153,226,74,408,175,117,197,426,321,388,291,140,99,250,267,21,470,50,513,344,445,0,0,0,0,0,0
25400,0,0,0,0,377,648,163,236,84,418,185,127,207,2,331,398,301,150,109,260,277,31,480,60,523,354,455,0,0,0,0,0,0
25500,0,0,0,0,387,658,173,246,94,428,195,137,217,12,341,408,311,160,119,270,287,41,490,70,533,364,465,0,0,0,0,0,0
25600,0,0,0,0,397,668,183,256,104,438,205,147,227,22,351,418,321,170,129,280,297,51,500,80,543,374,475,0,0,0,0,0,0
25700,0,0,0,0,407,678,193,266,114,448,215,157,237,32,361,428,331,180,139,290,307,61,510,90,553,384,485,0,0,0,0,0,0
25800,0,0,0,0,417,688,203,276,124,458,225,167,247,42,371,5,341,190,149,300,317,71,520,100,563,394,495,0,0,0,0,0,0
25900,0,0,0,0,427,698,213,286,134,468,235,177,257,52,381,15,351,200,159,310,327,81,530,110,573,404,505,0,0,0,0,0,0
26000,0,0,0,0,437,708,223,296,144,478,245,187,267,62,391,25,361,210,169,320,337,91,5,120,583,414,515,0,0,0,0,0,0
26100,0,0,0,0,447,718,233,306,154,488,255,197,277,72,401,35,371,220,179,330,347,101,15,130,593,424,525,0,0,0,0,0,0
26200,0,0,0,0,457,728,243,316,164,498,265,207,287,82,411,45,381,230,189,340,357,111,25,140,603,434,535,0,0,0,0,0,0
26300,0,0,0,0,467,738,253,326,174,508,275,217,297,92,4,55,391,240,199,350,367,121,35,150,613,444,545,0,0,0,0,0,0
26400,0,0,0,0,477,748,263,336,184,518,285,227,307,102,14,65,401,250,209,360,377,131,45,160,623,454,555,0,0,0,0,0,0
26500,0,0,0,0,487,758,273,346,194,528,295,237,317,112,24,75,2,260,219,370,387,141,55,170,633,464,565,0,0,0,0,0,0
26600,0,0,0,0,497,768,283,356,204,538,305,247,327,122,34,85,12,270,229,380,397,151,65,180,643,474,575,0,0,0,0,0,0
26700,0,0,0,0,507,778,293,366,214,548,315,257,337,132,44,95,22,280,239,390,407,161,75,190,653,1,585,0,0,0,0,0,0
26800,0,0,0,0,517,788,303,376,224,558,325,267,347,142,54,105,32,290,249,400,417,171,85,200,663,11,595,0,0,0,0,0,0
26900,0,0,0,0,527,798,313,386,234,568,335,277,357,152,64,115,42,300,259,410,427,181,95,210,673,21,605,0,0,0,0,0,0
27000,0,0,0,0,537,808,323,396,244,578,345,287,367,162,74,125,52,310,269,420,9,191,105,220,683,31,615,0,0,0,0,0,0
27100,0,0,0,0,547,818,333,406,254,588,355,297,377,172,84,135,62,320,279,430,19,201,115,230,693,41,625,0,0,0,0,0,0
27200,0,0,0,0,557,828,343,3,264,598,365,307,387,182,94,145,72,330,289,440,29,211,125,240,703,51,635,0,0,0,0,0,0
27300,0,0,0,0,567,838,353,13,274,608,375,317,397,192,104,155,82,340,299,450,39,221,135,250,713,61,645,0,0,0,0,0,0
27400,0,0,0,0,577,848,363,23,284,618,385,327,407,202,114,165,92,350,309,460,49,231,145,260,723,71,655,0,0,0,0,0,0
27500,0,0,0,0,587,858,373,33,294,628,395,337,417,212,124,175,102,360,319,3,59,241,155,270,733,81,665,0,0,0,0,0,0
27600,0,0,0,0,597,868,383,43,304,638,405,347,427,222,134,185,112,370,329,13,69,251,165,280,743,91,675,0,0,0,0,0,0
27700,0,0,0,0,607,878,393,53,314,648,415,357,437,232,144,195,122,380,339,23,79,261,175,290,753,101,685,0,0,0,0,0,0
27800,0,0,0,0,617,888,403,63,324,658,425,367,2,242,154,205,132,390,349,33,89,271,185,300,763,111,695,0,0,0,0,0,0
27900,0,0,0,0,627,898,413,73,334,668,435,377,12,252,164,215,142,400,359,43,99,281,195,310,773,121,705,0,0,0,0,0,0
28000,0,0,0,0,637,908,423,83,344,678,445,387,22,262,174,225,152,410,369,53,109,291,205,320,783,131,715,0,0,0,0,0,0
28100,0,0,0,0,647,918,433,93,354,688,4,397,32,272,184,235,162,420,379,63,119,301,215,330,793,141,725,0,0,0,0,0,0
28200,0,0,0,0,657,928,443,103,364,698,14,407,42,282,194,245,172,430,389,73,129,311,225,340,803,151,735,0,0,0,0,0,0
28300,0,0,0,0,667,938,453,113,374,708,24,417,52,292,204,255,182,440,399,83,139,321,235,350,813,161,745,0,0,0,0,0,0
28400,0,0,0,0,677,948,463,123,384,718,34,427,62,302,214,265,192,450,409,93,149,331,245,360,6,171,755,0,0,0,0,0,0
28500,0,0,0,0,687,958,473,133,394,728,44,437,72,312,224,275,202,460,419,103,159,341,255,370,16,181,765,0,0,0,0,0,0
28600,0,0,0,0,697,968,483,143,404,738,54,447,82,322,234,285,212,470,429,113,169,351,265,380,26,191,4,0,0,0,0,0,0
28700,0,0,0,0,707,978,493,153,414,748,64,457,92,332,244,295,222,480,439,123,179,361,275,390,36,201,14,0,0,0,0,0,0
28800,0,0,0,0,717,988,503,163,424,758,74,467,102,342,254,305,232,2,449,133,189,371,285,400,46,211,24,0,0,0,0,0,0
28900,0,0,0,0,727,998,513,173,434,768,84,477,112,352,264,315,242,12,459,143,199,381,295,410,56,221,34,0,0,0,0,0,0
29000,0,0,0,0,737,0,523,183,444,778,94,6,122,362,274,325,252,22,469,153,209,391,305,420,66,231,44,0,0,0,0,0,0
29100,0,0,0,0,747,0,533,193,454,788,104,16,132,372,284,335,262,32,479,163,219,401,315,430,76,241,54,0,0,0,0,0,0
29200,0,0,0,0,757,0,543,203,464,798,114,26,142,382,294,345,272,42,7,173,229,411,325,440,86,251,64,0,0,0,0,0,0
29300,0,0,0,0,767,0,553,213,474,808,124,36,152,392,304,355,282,52,17,183,239,421,335,450,96,261,74,0,0,0,0,0,0
29400,0,0,0,0,777,0,563,223,484,818,134,46,162,402,314,365,292,62,27,193,249,431,345,0,106,271,84,0,0,0,0,0,0
29500,0,0,0,0,787,0,573,233,494,828,144,56,172,412,324,375,302,72,37,203,259,441,355,10,116,281,94,0,0,0,0,0,0
29600,0,0,0,0,797,0,583,243,504,838,154,66,182,422,334,385,312,82,47,213,269,451,365,20,126,291,104,0,0,0,0,0,0
29700,0,0,0,0,807,0,593,253,514,848,164,76,192,432,344,395,322,92,57,223,279,461,375,30,136,301,114,0,0,0,0,0,0
29800,0,0,0,0,817,0,603,263,524,858,174,86,202,442,354,405,332,102,67,233,289,471,385,40,146,311,124,0,0,0,0,0,0
29900,0,0,0,0,827,0,613,273,534,868,184,96,212,8,364,415,342,112,77,243,299,481,395,50,156,321,134,0,0,0,0,0,0
30000,0,0,0,0,837,0,623,283,544,878,194,106,222,18,374,425,352,122,87,253,309,491,405,60,166,331,144,0,0,0,0,0,0
30100,0,0,0,0,847,0,633,293,554,888,204,116,232,28,384,2,362,132,97,263,319,501,415,70,176,341,154,0,0,0,0,0,0
30200,0,0,0,0,857,0,643,303,564,898,214,126,242,38,394,12,372,142,107,273,329,511,425,80,186,351,164,0,0,0,0,0,0
30300,0,0,0,0,867,0,2,313,574,908,224,136,252,48,404,22,382,152,117,283,339,521,435,90,196,361,174,0,0,0,0,0,0
30400,0,0,0,0,877,0,12,323,584,918,234,146,262,58,414,32,392,162,127,293,349,531,445,100,206,371,184,0,0,0,0,0,0
30500,0,0,0,0,887,0,22,333,594,928,244,156,272,68,424,42,402,172,137,303,359,541,455,110,216,381,194,0,0,0,0,0,0
30600,0,0,0,0,897,0,32,343,6,938,254,166,282,78,434,52,412,182,147,313,369,551,465,120,226,391,204,0,0,0,0,0,0
30700,0,0,0,0,907,0,42,353,16,948,264,176,292,88,444,62,422,192,157,323,379,561,475,130,236,401,214,0,0,0,0,0,0
30800,0,0,0,0,917,0,52,363,26,958,274,186,302,98,2,72,432,202,167,333,389,571,485,140,246,411,224,0,0,0,0,0,0
30900,0,0,0,0,927,0,62,373,36,968,284,196,312,108,12,82,442,212,177,343,399,581,495,150,256,421,234,0,0,0,0,0,0
31000,0,0,0,0,937,0,72,383,46,978,294,206,322,118,22,92,2,222,187,353,409,591,505,160,266,431,244,0,0,0,0,0,0
31100,0,0,0,0,947,0,82,393,56,988,304,216,332,128,32,102,12,232,197,363,419,601,515,170,276,441,254,0,0,0,0,0,0
31200,0,0,0,0,957,0,92,403,66,998,314,226,342,138,42,112,22,242,207,373,429,611,525,180,286,451,264,0,0,0,0,0,0
31300,0,0,0,0,967,0,102,413,76,0,324,236,352,148,52,122,32,252,217,383,439,621,4,190,296,461,274,0,0,0,0,0,0
31400,0,0,0,0,977,0,112,423,86,0,334,246,362,158,62,132,42,262,227,393,449,631,14,200,306,471,284,0,0,0,0,0,0
31500,0,0,0,0,987,0,122,433,96,0,344,256,372,168,72,142,52,272,237,403,1,641,24,210,316,481,294,0,0,0,0,0,0
31600,0,0,0,0,997,0,132,443,106,0,354,266,382,178,82,152,62,282,247,413,11,651,34,220,326,491,304,0,0,0,0,0,0
31700,0,0,0,0,0,0,142,453,116,0,364,276,392,188,92,162,72,292,257,423,21,661,44,230,336,501,314,0,0,0,0,0,0
31800,0,0,0,0,0,0,152,463,126,10,374,286,402,198,102,172,82,302,267,433,31,671,54,240,346,511,324,0,0,0,0,0,0
31900,0,0,0,0,0,0,162,473,136,20,384,296,412,208,112,182,92,312,277,443,41,681,64,250,356,521,334,0,0,0,0,0,0
32000,0,0,0,0,0,0,172,483,146,30,394,306,422,218,122,192,102,322,287,453,51,691,74,260,366,531,344,0,0,0,0,0,0
32100,0,0,0,0,0,0,182,493,156,40,404,316,432,228,132,202,112,332,297,8,61,701,84,270,376,541,354,0,0,0,0,0,0
32200,0,0,0,0,0,0,192,503,166,50,414,326,442,238,142,212,122,342,307,18,71,711,94,280,386,551,364,0,0,0,0,0,0
32300,0,0,0,0,0,0,202,513,176,60,424,336,452,248,152,222,132,352,317,28,81,721,104,290,396,561,374,0,0,0,0,0,0
32400,0,0,0,0,0,0,212,523,186,70,434,346,8,258,162,232,142,362,327,38,91,731,114,300,406,571,384,0,0,0,0,0,0
32500,0,0,0,0,0,0,222,533,196,80,444,356,18,268,172,242,152,372,337,48,101,741,124,310,416,581,394,0,0,0,0,0,0
32600,0,0,0,0,0,0,232,543,206,90,1,366,28,278,182,252,162,382,347,58,111,751,134,320,426,591,404,0,0,0,0,0,0
32700,0,0,0,0,0,0,242,553,216,100,11,376,38,288,192,262,172,392,357,68,121,761,144,330,436,601,414,0,0,0,0,0,0
32800,0,0,0,0,0,0,252,563,226,110,21,386,48,298,202,272,182,402,367,78,131,771,154,340,446,611,424,0,0,0,0,0,0
32900,0,0,0,0,0,0,262,573,236,120,31,396,58,308,212,282,192,412,377,88,141,781,164,350,456,621,434,0,0,0,0,0,0
33000,0,0,0,0,0,0,272,6,246,130,41,406,68,318,222,292,202,422,387,98,151,791,174,360,466,631,444,0,0,0,0,0,0
33100,0,0,0,0,0,0,282,16,256,140,51,416,78,328,232,302,212,432,397,108,161,801,184,370,476,641,454,0,0,0,0,0,0
33200,0,0,0,0,0,0,292,26,266,150,61,426,88,338,242,312,222,442,407,118,171,811,194,380,2,651,464,0,0,0,0,0,0
33300,0,0,0,0,0,0,302,36,276,160,71,436,98,348,252,322,232,452,417,128,181,821,204,390,12,661,474,0,0,0,0,0,0
33400,0,0,0,0,0,0,312,46,286,170,81,446,108,358,262,332,242,462,427,138,191,831,214,400,22,671,484,0,0,0,0,0,0
33500,0,0,0,0,0,0,322,56,296,180,91,456,118,368,272,342,252,1,437,148,201,841,224,410,32,681,494,0,0,0,0,0,0
33600,0,0,0,0,0,0,332,66,306,190,101,466,128,378,282,352,262,11,447,158,211,851,234,420,42,691,504,0,0,0,0,0,0
33700,0,0,0,0,0,0,342,76,316,200,111,476,138,388,292,362,272,21,457,168,221,861,244,430,52,701,514,0,0,0,0,0,0
33800,0,0,0,0,0,0,352,86,326,210,121,486,148,398,302,372,282,31,7,178,231,871,254,440,62,711,524,0,0,0,0,0,0
33900,0,0,0,0,0,0,362,96,336,220,131,496,158,408,312,382,292,41,17,188,241,881,264,450,72,721,534,0,0,0,0,0,0
34000,0,0,0,0,0,0,372,106,346,230,141,4,168,418,322,392,302,51,27,198,251,891,274,460,82,731,544,0,0,0,0,0,0
34100,0,0,0,0,0,0,382,116,356,240,151,14,178,428,332,402,312,61,37,208,261,901,284,470,92,741,554,0,0,0,0,0,0
34200,0,0,0,0,0,0,392,126,366,250,161,24,188,4,342,412,322,71,47,218,271,911,294,480,102,751,564,0,0,0,0,0,0
34300,0,0,0,0,0,0,402,136,376,260,171,34,198,14,352,422,332,81,57,228,281,921,304,490,112,761,574,0,0,0,0,0,0
34400,0,0,0,0,0,0,412,146,386,270,181,44,208,24,362,432,342,91,67,238,291,931,314,500,122,771,584,0,0,0,0,0,0
34500,0,0,0,0,0,0,422,156,396,280,191,54,218,34,372,442,352,101,77,248,301,5,324,510,132,781,594,0,0,0,0,0,0
34600,0,0,0,0,0,0,432,166,406,290,201,64,228,44,382,452,362,111,87,258,311,15,334,520,142,791,604,0,0,0,0,0,0
34700,0,0,0,0,0,0,442,176,416,300,211,74,238,54,392,462,372,121,97,268,321,25,344,530,152,801,614,0,0,0,0,0,0
34800,0,0,0,0,0,0,452,186,426,310,221,84,248,64,402,472,382,131,107,278,331,35,354,540,162,811,624,0,0,0,0,0,0
34900,0,0,0,0,0,0,462,196,436,320,231,94,258,74,412,6,392,141,117,288,341,45,364,550,172,821,634,0,0,0,0,0,0
35000,0,0,0,0,0,0,472,206,446,330,241,104,268,84,422,16,402,151,127,298,351,55,374,560,182,831,644,0,0,0,0,0,0
35100,0,0,0,0,0,0,482,216,456,340,251,114,278,94,432,26,412,161,137,308,361,65,384,1,192,841,654,0,0,0,0,0,0
35200,0,0,0,0,0,0,492,226,466,350,261,124,288,104,442,36,422,171,147,318,371,75,394,11,202,851,664,0,0,0,0,0,0
35300,0,0,0,0,0,0,502,236,476,360,271,134,298,114,452,46,432,181,157,328,381,85,404,21,212,861,674,0,0,0,0,0,0
35400,0,0,0,0,0,0,512,246,486,370,281,144,308,124,5,56,442,191,167,338,391,95,414,31,222,871,684,0,0,0,0,0,0
35500,0,0,0,0,0,0,522,256,496,380,291,154,318,134,15,66,452,201,177,348,401,105,424,41,232,881,694,0,0,0,0,0,0
35600,0,0,0,0,0,0,532,266,506,390,301,164,328,144,25,76,462,211,187,358,411,115,434,51,242,891,704,0,0,0,0,0,0
35700,0,0,0,0,0,0,542,276,516,400,311,174,338,154,35,86,472,221,197,368,421,125,444,61,252,8,714,0,0,0,0,0,0
35800,0,0,0,0,0,0,552,286,526,410,321,184,348,164,45,96,482,231,207,378,431,135,454,71,262,18,724,0,0,0,0,0,0
35900,0,0,0,0,0,0,562,296,536,420,331,194,358,174,55,106,7,241,217,388,441,145,464,81,272,28,734,0,0,0,0,0,0
36000,0,0,0,0,0,0,572,306,546,430,341,204,368,184,65,116,17,251,227,398,451,155,474,91,282,38,744,0,0,0,0,0,0
36100,0,0,0,0,0,0,582,316,556,440,351,214,378,194,75,126,27,261,237,408,461,165,484,101,292,48,754,8,0,0,0,0,0
36200,0,0,0,0,0,0,592,326,566,450,361,224,388,204,85,136,37,271,247,418,471,175,494,111,302,58,764,18,0,0,0,0,0
36300,0,0,0,0,0,0,602,336,576,460,371,234,398,214,95,146,47,281,257,428,481,185,504,121,312,68,774,28,1,0,0,0,0
36400,0,0,0,0,0,0,612,346,586,470,381,244,408,224,105,156,57,291,267,438,491,195,514,131,322,78,784,38,11,0,0,0,0
36500,0,0,0,0,0,0,622,356,596,480,391,254,418,234,115,166,67,301,277,448,501,205,524,141,332,88,794,48,21,0,0,0,0
36600,0,0,0,0,0,0,632,366,1,490,401,264,428,244,125,176,77,311,287,458,511,215,534,151,342,98,804,58,31,0,0,0,0
36700,0,0,0,0,0,0,642,376,11,500,411,274,438,254,135,186,87,321,297,468,521,225,544,161,352,108,814,68,41,0,0,0,0
36800,0,0,0,0,0,0,652,386,21,510,421,284,448,264,145,196,97,331,307,478,531,235,554,171,362,118,824,78,51,0,0,0,0
36900,0,0,0,0,0,0,662,396,31,520,431,294,458,274,155,206,107,341,317,488,8,245,564,181,372,128,834,88,61,0,0,0,0
37000,0,0,0,0,0,0,672,406,41,530,441,304,468,284,165,216,117,351,327,498,18,255,574,191,382,138,844,98,71,0,0,0,0
37100,0,0,0,0,0,0,682,416,51,540,451,314,478,294,175,226,127,361,337,508,28,265,584,201,392,148,854,108,81,0,0,0,0
37200,0,0,0,0,0,0,692,426,61,550,461,324,488,304,185,236,137,371,347,9,38,275,594,211,402,158,864,118,91,0,0,0,0
37300,0,0,0,0,0,0,702,436,71,560,471,334,2,314,195,246,147,381,357,19,48,285,604,221,412,168,874,128,101,0,0,0,0
37400,0,0,0,0,0,0,712,446,81,570,481,344,12,324,205,256,157,391,367,29,58,295,614,231,422,178,884,138,111,0,0,0,0
37500,0,0,0,0,0,0,722,456,91,580,491,354,22,334,215,266,167,401,377,39,68,305,624,241,432,188,894,148,121,0,0,0,0
37600,0,0,0,0,0,0,732,466,101,4,501,364,32,344,225,276,177,411,387,49,78,315,634,251,442,198,904,158,131,0,0,0,0
37700,0,0,0,0,0,0,742,476,111,14,511,374,42,354,235,286,187,421,397,59,88,325,644,261,452,208,914,168,141,0,0,0,0
37800,0,0,0,0,0,0,752,486,121,24,1,384,52,364,245,296,197,431,407,69,98,335,654,271,462,218,924,178,151,0,0,0,0
37900,0,0,0,0,0,0,762,496,131,34,11,394,62,374,255,306,207,441,417,79,108,345,664,281,472,228,934,188,161,0,0,0,0
38000,0,0,0,0,0,0,772,506,141,44,21,404,72,384,265,316,217,451,427,89,118,355,7,291,482,238,944,198,171,0,0,0,0
38100,0,0,0,0,0,0,782,516,151,54,31,414,82,394,275,326,227,461,437,99,128,365,17,301,492,248,954,208,181,0,0,0,0
38200,0,0,0,0,0,0,792,526,161,64,41,424,92,404,285,336,237,0,447,109,138,375,27,311,502,258,964,218,191,0,0,0,0
38300,0,0,0,0,0,0,802,536,171,74,51,434,102,414,295,346,247,10,457,119,148,385,37,321,512,268,974,228,201,0,0,0,0
38400,0,0,0,0,0,0,812,546,181,84,61,444,112,424,305,356,257,20,467,129,158,395,47,331,522,278,984,238,211,0,0,0,0
38500,0,0,0,0,0,0,822,556,191,94,71,454,122,434,315,366,267,30,8,139,168,405,57,341,532,288,994,248,221,0,0,0,0
38600,0,0,0,0,0,0,832,566,201,104,81,464,132,444,325,376,277,40,18,149,178,415,67,351,542,298,0,258,231,0,0,0,0
38700,0,0,0,0,0,0,842,6,211,114,91,474,142,454,335,386,287,50,28,159,188,425,77,361,552,308,0,268,241,0,0,0,0
38800,0,0,0,0,0,0,852,16,221,124,101,484,152,464,345,396,297,60,38,169,198,435,87,371,562,318,0,278,251,0,0,0,0
38900,0,0,0,0,0,0,862,26,231,134,111,494,162,474,355,406,307,70,48,179,208,445,97,381,572,328,0,288,261,0,0,0,0
39000,0,0,0,0,0,0,872,36,241,144,121,504,172,6,365,416,317,80,58,189,218,455,107,391,582,338,0,298,271,0,0,0,0
39100,0,0,0,0,0,0,882,46,251,154,131,514,182,16,375,426,327,90,68,199,228,465,117,401,592,348,0,308,281,0,0,0,0
39200,0,0,0,0,0,0,892,56,261,164,141,1,192,26,385,436,337,100,78,209,238,475,127,411,602,358,0,318,291,0,0,0,0
39300,0,0,0,0,0,0,902,66,271,174,151,11,202,36,395,446,347,110,88,219,248,485,137,421,612,368,0,328,301,0,0,0,0
39400,0,0,0,0,0,0,912,76,281,184,161,21,212,46,405,456,357,120,98,229,258,495,147,431,622,378,0,338,311,0,0,0,0
39500,0,0,0,0,0,0,922,86,291,194,171,31,222,56,415,4,367,130,108,239,268,505,157,441,632,388,0,348,321,0,0,0,0
39600,0,0,0,0,0,0,932,96,301,204,181,41,232,66,425,14,377,140,118,249,278,515,167,451,642,398,0,358,331,0,0,0,0
