,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
39700,0,0,0,0,0,0,942,106,311,214,191,51,242,76,435,24,387,150,128,259,288,525,177,461,652,408,0,368,341,0,0,0,0
39800,0,0,0,0,0,0,952,116,321,224,201,61,252,86,445,34,397,160,138,269,298,535,187,471,5,418,0,378,351,0,0,0,0
39900,0,0,0,0,0,0,962,126,331,234,211,71,262,96,455,44,407,170,148,279,308,545,197,481,15,428,0,388,361,0,0,0,0
40000,0,0,0,0,0,0,972,136,341,244,221,81,272,106,465,54,417,180,158,289,318,555,207,491,25,438,0,398,371,0,0,0,0
40100,0,0,0,0,0,0,982,146,351,254,231,91,282,116,475,64,427,190,168,299,328,565,217,9,35,448,0,408,381,0,0,0,0
40200,0,0,0,0,0,0,992,156,361,264,241,101,292,126,485,74,437,200,178,309,338,575,227,19,45,458,0,418,391,0,0,0,0
40300,0,0,0,0,0,0,0,166,371,274,251,111,302,136,3,84,447,210,188,319,348,585,237,29,55,468,0,428,401,0,0,0,0
40400,0,0,0,0,0,0,0,176,381,284,261,121,312,146,13,94,457,220,198,329,358,595,247,39,65,478,0,438,411,0,0,0,0
40500,0,0,0,0,0,0,0,186,391,294,271,131,322,156,23,104,467,230,208,339,368,605,257,49,75,488,0,448,421,0,0,0,0
40600,0,0,0,0,0,0,0,196,401,304,281,141,332,166,33,114,1,240,218,349,378,615,267,59,85,498,0,458,431,0,0,0,0
40700,0,0,0,0,0,0,0,206,411,314,291,151,342,176,43,124,11,250,228,359,388,625,277,69,95,508,0,468,441,0,0,0,0
40800,0,0,0,0,0,0,0,216,421,324,301,161,352,186,53,134,21,260,238,369,398,635,287,79,105,518,0,478,451,0,0,0,0
40900,0,0,0,0,0,0,0,226,431,334,311,171,362,196,63,144,31,270,248,379,408,645,297,89,115,528,0,488,461,0,0,0,7
41000,0,0,0,0,0,0,0,236,441,344,321,181,372,206,73,154,41,280,258,389,418,655,307,99,125,538,0,498,471,0,0,0,17
41100,0,0,0,0,0,0,0,246,451,354,331,191,382,216,83,164,51,290,268,399,428,5,317,109,135,548,0,508,481,0,0,0,27
41200,0,0,0,0,0,0,0,256,461,364,341,201,392,226,93,174,61,300,278,409,438,15,327,119,145,558,0,518,491,0,0,0,37
41300,0,0,0,0,0,0,0,266,471,374,351,211,402,236,103,184,71,310,288,419,448,25,337,129,155,568,0,528,501,0,0,0,47
41400,0,0,0,0,0,0,0,276,481,384,361,221,412,246,113,194,81,320,298,429,6,35,347,139,165,578,0,538,511,0,0,0,57
41500,0,0,0,0,0,0,0,286,491,394,371,231,422,256,123,204,91,330,308,439,16,45,357,149,175,588,0,548,521,0,0,0,67
41600,0,0,0,0,0,0,0,296,501,404,381,241,432,266,133,214,101,340,318,449,26,55,367,159,185,598,0,558,531,0,0,0,77
41700,0,0,0,0,0,0,0,306,511,414,391,251,442,276,143,224,111,350,328,459,36,65,377,169,195,6,0,568,541,0,0,0,87
41800,0,0,0,0,0,0,0,316,521,424,401,261,452,286,153,234,121,360,338,469,46,75,387,179,205,16,0,578,551,0,0,0,97
41900,0,0,0,0,0,0,0,326,531,434,411,271,462,296,163,244,131,370,348,479,56,85,397,189,215,26,0,588,561,0,0,0,107
42000,0,0,0,0,0,0,0,336,541,444,421,281,472,306,173,254,141,380,358,489,66,95,407,199,225,36,0,598,571,0,0,0,117
42100,0,0,0,0,0,0,7,346,551,454,431,291,482,316,183,264,151,390,368,499,76,105,417,209,235,46,0,608,581,0,0,0,127
42200,0,0,0,0,0,0,17,356,561,464,441,301,492,326,193,274,161,400,378,509,86,115,427,219,245,56,0,618,591,0,0,0,137
42300,0,0,0,0,0,0,27,366,571,474,451,311,3,336,203,284,171,410,388,519,96,125,437,229,255,66,0,628,601,0,0,0,147
42400,0,0,0,0,0,0,37,376,581,484,461,321,13,346,213,294,181,420,398,529,106,135,447,239,265,76,0,638,611,0,0,0,157
42500,0,0,0,0,0,0,47,386,591,494,471,331,23,356,223,304,191,430,408,539,116,145,457,249,275,86,0,648,621,0,0,0,167
42600,0,0,0,0,0,0,57,396,601,504,481,341,33,366,233,314,201,440,418,1,126,155,467,259,285,96,0,658,631,0,0,0,177
42700,0,0,0,0,0,0,67,406,611,514,491,351,43,376,243,324,211,450,428,11,136,165,477,269,295,106,0,668,641,0,0,0,187
42800,0,0,0,0,0,0,77,416,621,524,501,361,53,386,253,334,221,460,438,21,146,175,487,279,305,116,0,678,651,0,0,0,197
42900,0,0,0,0,0,0,87,426,631,534,2,371,63,396,263,344,231,470,448,31,156,185,497,289,315,126,0,688,661,0,0,0,207
43000,0,0,0,0,0,0,97,436,641,544,12,381,73,406,273,354,241,480,458,41,166,195,507,299,325,136,0,698,671,0,0,0,217
43100,0,0,0,0,0,0,107,446,651,554,22,391,83,416,283,364,251,490,468,51,176,205,517,309,335,146,0,708,681,0,0,0,227
43200,0,0,0,0,0,0,117,456,661,564,32,401,93,426,293,374,261,500,478,61,186,215,527,319,345,156,0,6,691,0,0,0,237
43300,0,0,0,0,0,0,127,466,671,574,42,411,103,436,303,384,271,510,488,71,196,225,537,329,355,166,0,16,701,0,0,0,247
43400,0,0,0,0,0,0,137,476,681,584,52,421,113,446,313,394,281,520,498,81,206,235,547,339,365,176,0,26,711,0,0,0,257
43500,0,0,0,0,0,0,147,486,3,594,62,431,123,456,323,404,291,530,508,91,216,245,557,349,375,186,0,36,721,0,0,0,267
43600,0,0,0,0,0,0,157,496,13,604,72,441,133,466,333,414,301,540,518,101,226,255,567,359,385,196,0,46,731,0,0,0,277
43700,0,0,0,0,0,0,167,506,23,614,82,451,143,476,343,424,311,550,3,111,236,265,577,369,395,206,0,56,741,0,0,0,287
43800,0,0,0,0,0,0,177,516,33,624,92,461,153,486,353,434,321,560,13,121,246,275,587,379,405,216,0,66,751,0,0,0,297
43900,0,0,0,0,0,0,187,526,43,634,102,471,163,496,363,444,331,570,23,131,256,285,597,389,415,226,0,76,761,0,0,0,307
44000,0,0,0,0,0,0,197,536,53,4,112,481,173,506,373,454,341,580,33,141,266,295,607,399,425,236,0,86,771,0,0,0,317
44100,0,0,0,0,0,0,207,546,63,14,122,491,183,516,383,464,351,590,43,151,276,305,617,409,435,246,0,96,781,0,0,0,327
44200,0,0,0,0,0,0,217,556,73,24,132,501,193,526,393,474,361,600,53,161,286,315,627,419,445,256,0,106,791,0,0,0,337
44300,0,0,0,0,0,0,227,566,83,34,142,511,203,536,403,484,371,9,63,171,296,325,637,429,455,266,0,116,801,0,0,0,347
44400,0,0,0,0,0,0,237,576,93,44,152,521,213,546,413,494,381,19,73,181,306,335,647,439,465,276,0,126,811,0,0,0,357
44500,0,0,0,0,0,0,247,586,103,54,162,7,223,556,423,504,391,29,83,191,316,345,657,449,475,286,0,136,821,0,0,0,367
44600,0,0,0,0,0,0,257,596,113,64,172,17,233,566,433,514,401,39,93,201,326,355,667,459,485,296,0,146,831,0,0,0,377
44700,0,0,0,0,0,0,267,606,123,74,182,27,243,576,443,6,411,49,103,211,336,365,677,469,495,306,0,156,841,0,0,0,387
44800,0,0,0,0,0,0,277,616,133,84,192,37,253,586,453,16,421,59,113,221,346,375,687,479,505,316,0,166,851,0,0,0,397
44900,0,0,0,0,0,0,287,626,143,94,202,47,263,4,463,26,431,69,123,231,356,385,697,489,515,326,0,176,861,0,0,0,407
45000,0,0,0,0,0,0,297,636,153,104,212,57,273,14,473,36,441,79,133,241,366,395,707,499,525,336,0,186,871,0,0,0,417
45100,0,0,0,0,0,0,307,646,163,114,222,67,283,24,483,46,451,89,143,251,376,405,717,509,535,346,0,196,881,0,0,0,427
45200,0,0,0,0,0,0,317,656,173,124,232,77,293,34,493,56,461,99,153,261,386,415,727,519,545,356,0,206,891,0,0,0,437
